file,title
1801_08495_R2_Draft.tex,\vspace{-50pt} Limiting behaviour of the stationary search cost distribution driven by a generalized gamma process
1801_09775_RRHughes_Manuscript.tex,
1801_05910.tex,Dual Third-order Jacobsthal Quaternions
1801_02089.tex,The tropical analogue of the Helton--Nie conjecture is true
1801_05034_ex_shared.tex,{\TheTitle}
1801_09327_paper_plane.tex,Configuration Spaces of \texorpdfstring{$\mathbb{C} \setminus k$}{C-k}
1801_06697_MostRandom34State.tex,Maximally Random Discrete-Spin Systems with Symmetric and Asymmetric Interactions and Maximally Degenerate Ordering
1801_09267_Os_0001_arxiv.tex,\textbf{Clean Os(0001) electronic surface states: a first-principle fully relativistic investigation}
1801_06002.tex,Short walk adventures
1801_04283_paper_SFMS.tex,
1801_09903_mallory_50yrs_arxiv.tex,X-Ray Properties of Black Widows
1801_00136_CoSnS_Arc.tex,Topological surface Fermi arcs in the magnetic Weyl semimetal Co$_3$Sn$_2$S$_2$
1801_03890_main-arxiv.tex,"HoPP: 
Robust and Resilient Publish-Subscribe for an Information-Centric Internet of Things
%\thanks{Identify applicable funding agency here. If none, delete this.}
"
1801_08901_ComparisonofHypothesisTestsRev5_arXiv.tex,"%
Detecting Changes in Fully Polarimetric SAR Imagery with Statistical Information Theory"
1801_04156_main_VXD_Occupancy.tex,"Impact of the new ILC250 beam parameter set\\on the \sid vertex detector occupancy arising from \positron\electron pair background\vspace*{0.3cm}\\{\normalsize Talk presented at the\\\large International Workshop on Future Linear Colliders (LCWS2017), Strasbourg, France, 23-27 October 2017. C17-10-23.2.}"
1801_06655_main.tex,Strain-tunable GaAs quantum dot: An on-demand source of nearly-maximally entangled photon pairs
1801_03858_pg_1211+143.tex,"X-ray time lags in PG\,1211+143"
1801_05955_filaments.tex,Filamentary Fragmentation and Accretion in High-Mass Star-Forming Molecular Clouds
1801_09750_proc_n2017_mokeev.tex,Nucleon Resonance Structure from Exclusive Meson Electroproduction with CLAS
1801_05267_ion-doublons.tex,Doublon formation by ions impacting a strongly correlated finite lattice system
1801_00155_phBEC.tex,Interplay of coherent and dissipative dynamics in condensates of light
1801_06665_egpaper_for_review.tex,Visual Data Augmentation through Learning
1801_02239_a.tex,Local search algorithms for wireless mesh networks
1801_10224.tex,"Green Function of the Poisson Equation: $\bm{D=2,3,4}$"
1801_02750_multi_compo_bbl.tex,Inverse Design of Multicomponent Assemblies
1801_07466_skoupil_3.tex,Photo- and electroproduction of $K^{+}\Lambda$ with unitarity-restored isobar model
1801_07766_DolgopolikMV_MCD.tex,A convergence analysis of the method of codifferential descent
1801_03216_Counterexample.tex,
1801_05502_fermi_transients.tex,Unidentified Fermi LAT Transients Near The Galactic Plane
1801_01638.tex,"Topological gauge theory, symmetry fractionalization, and classification of symmetry-enriched topological phases in three dimensions"
1801_02382.tex,Null Hypersurfaces in de Sitter and anti--de Sitter Cosmologies
1801_04252_Waveguide-QED_in_a_squeezed_vacuum.tex,Waveguide quantum electrodynamics in squeezed vacuum
1801_00754_isit18.tex,Fundamental Latency Limits for D2D-Aided Content Delivery in Fog Wireless Networks
1801_09968_main.tex,
1801_07458.tex,AVOIDABLE WORDS
1801_08021_mjr_0v12.tex,Electrostatical formation of the Majorana quasiparticles \\ in the quantum dot--nanoring structure
1801_08999_ModifiedEIH.tex,
1801_10245_2.tex,"
          Post-Newtonian effects of Dirac particle in curved spacetime - II : \\
          the electron g-2 in the Earth's gravity.
"
1801_02522_paper31Oct16.tex,Novel Double Triple Bend Achromat (DTBA) lattice design for a next generation 3 GeV Synchrotron Light Source
1801_06132_mstherm_scaling.tex,Scaling properties of multiscale equilibration
1801_03580_main.tex,Towards CUORE and beyond - \\ The search for neutrinoless double beta decay of $^{130}$Te with thermal detectors
1801_01666_Multisyn.tex,Synchronize accelerated clock in a multipartite relativistic  quantum system
1801_04165_OMXL_14Dec17.tex,On the Termination of the General XL Algorithm and Ordinary Multinomials
1801_08379_deep-writing-chi18.tex,\plaintitle
1801_07052_manuscript_0118_arxiv.tex,Hybrid $\mathbf{k\cdot p}$-tight-binding model for intersubband optics in atomically thin InSe films
1801_10450_MUBarXiv.tex,Reconfigurable generation and measurement of mutually unbiased bases for time-bin qudits
1801_01261_minxss_instrument_paper_final_resubmit2.tex,The Instruments and Capabilities of the {\it Miniature X-ray Solar Spectrometer} (MinXSS) CubeSats
1801_08245_goullaud_arxiv.tex,"The MASSIVE Survey IX: \\
  Photometric Analysis of 35 High Mass Early-Type Galaxies with \emph{HST} WFC3/IR\altaffilmark{1}"
1801_07406_ms_ywmao_arXiv.tex,"\textbf{INTERNAL VARIATIONS IN EMPIRICAL OXYGEN ABUNDANCES FOR GIANT \HII~REGIONS \\
IN THE GALAXY NGC~2403}"
1801_02924_rotation_magnetometry_v4.tex,
1801_02403_paperthickv2.tex,Radial migration in a stellar galactic disc with thick components
1801_05403_main.tex,Study of Rare Nuclear Processes with CUORE
1801_08841_main.tex,FlashRL: A Reinforcement Learning Platform for~Flash~Games
1801_05076_main.tex,Analytic Provenance Datasets: A Data Repository of Human Analysis Activity and Interaction Logs
1801_06236_main.tex,
1801_09263_main.tex,Fast hybrid density-functional computations using plane-wave basis sets
1801_00194_arxiv-dc09.tex,"		Maximum Throughput of Multiple Access Channels\\
		in Adversarial Environments \footnotemark[1]\FFF\FFF"
1801_09446_Main.tex,Updated observational constraints on quintessence dark energy models
1801_07194_main.tex,Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation
1801_01918.tex,Homogenization of  some degenerate pseudoparabolic variational inequalities 
1801_02992.tex,Blown-up  intersection cochains and Deligne's sheaves
1801_02340.tex,Lifting a prescribed group of automorphisms  of graphs
1801_02731_maj_optimal_noise.tex,Optimal noise-canceling shortcuts to adiabaticity: application to noisy Majorana-based gates
1801_08197_pg17_submit_1_arxiv.tex,"Modeling CO, CO$_2$ and H$_2$O ice abundances in the envelopes of young stellar objects in the Magellanic Clouds "
1801_05642_bh_mnras.tex,
1801_05674.tex,On the injective dimension of the Jacobson radical
1801_09322_p-arxiv-version.tex,Benchmarking Clinical Decision Support Search
1801_06984_class-res.tex,Classical effects in the weak-field magnetoresistance of InGaAs/InAlAs quantum wells
1801_04788_manuscript.tex,Hybrid Interference Induced Flat Band Localization in Bipartite Optomechanical Lattices
1801_03676_nanomagnets.tex,Designing Nanomagnet Arrays for Topological Nanowires in Si
1801_03642_GerardoAlfredo.tex,Semiclassical approaches are inconsistent
1801_03755_main_tuning.tex,Tuning methods for semiconductor spin--qubits
1801_06268_ms.tex,How do Developers Test Android Applications?
1801_03195.tex,"The Hypothesis About Expansion of Multiple Stratonovich Stochastic
Integrals"
1801_05276_oybmno3-fearx.tex,"Modulated magnetic structure in $^{57}$Fe doped orthorhombic YbMnO$_3$: a M\""ossbauer study"
1801_09944_mpcreview.tex,"Collisional relaxation and anomalous dynamical scaling 
%in one-dimensional systems with multiparticle collisions."
1801_04730_ISW.tex,Expectation values of $p^2$ and $p^4$ in the square well potential
1801_01582_main_review_cameraReady.tex,Object Referring in Videos with Language and Human Gaze
1801_08351_wsa_2018.tex,A Statistical Approach for RF Exposure Compliance Boundary Assessment in Massive MIMO Systems
1801_03614_hyperdual.tex,Review of theory and implementation of hyper-dual numbers for first and second order automatic differentiation
1801_02346_Distal_Shelah_expansions_March_2018.tex,Theories with distal Shelah expansions
1801_02971_Combined_arXiv.tex,Minimizing Residues in Transfer of 2D Materials from PDMS
1801_07160_Jannelli_FADR.tex,"A Finite Difference Method on
Quasi-uniform Mesh for Time-Fractional Advection-Diffusion Equations with Source Term"
1801_05080_MS-VG1.tex,Vortex-glass transformation within the surface superconducting state of $\beta$-phase Mo$_{1-x}$Re$_x$ alloys
1801_10325.tex,"{\bf Meromorphic function fields closed by 
partial derivatives}"
1801_06782_saitoclean.tex,How can we naturally order and organize graph Laplacian eigenvectors?
1801_08447_article_MA.tex,Loss-function learning for digital tissue deconvolution
1801_07295_Pinning_Bloch.tex,Pinning of Ferroelectric Bloch Wall at a Paraelectric Layer
1801_03530_MDense.tex,Multi-Scale Attention with Dense Encoder for Handwritten Mathematical Expression Recognition
1801_07943_umeda_manuscript_submission.tex,Spin-current coherence peak in superconductor/magnet junctions
1801_03880_fspar.tex,Measuring the Complexity of Consciousness 
1801_01517_axj0037_xmm_v3.tex,Probing the nature of AX J0043$-$737: Not an 87 ms pulsar in the SMC
1801_08301_ArXiv_manuscript.tex,Class label autoencoder for zero-shot learning
1801_09255_Biexciton_Arxiv.tex,Zeeman Splitting and Inverted Polarization of Biexciton Emission in Monolayer WS$_2$
1801_03624_ntopi_v3.tex,Search for sterile neutrinos decaying into pions at the LHC
1801_09224_AutoTag.tex,Securing On-Body IoT Devices By Exploiting Creeping Wave Propagation
1801_05218_paper.tex,Probing underlying event in Z-boson events using event shape observables
1801_06283_sw2TeVcomb_PRD_submit.tex,Tevatron Run II combination of the effective leptonic electroweak mixing angle
1801_09124_AQuA.tex,Ascent with Quadratic Assistance for the Construction of Exact Experimental Designs
1801_00364_BoostingInference_arxive.tex,
1801_08284_WWW2018.tex,
1801_02758_On_Two_Dimensional_Semi_Local_Noetherian_Spectra.tex,On Two-Dimensional Semi-Local Noetherian Spectra
1801_00901.tex,
1801_08615_dme_functionals.tex,Microscopically-based energy density functionals for nuclei using the density matrix expansion: Full optimization and validation
1801_06730_PR_Updated.tex,Web password recovery --- a necessary evil?
1801_07266_scuba_ArXiv.tex,
1801_04888__C_2018_NOMA_VLC.tex,Non-Orthogonal Multiple Access for Mobile VLC Networks with Random Receiver Orientation
1801_03785.tex,
1801_03795_lf_ppcf_fin_arxiv.tex,
1801_10387_comp-ah.tex,On the computability of graphons
1801_02101_main.tex,Improving utility of brain tumor confocal laser endomicroscopy: objective value assessment and diagnostic frame detection with convolutional neural networks
1801_01838_shared.tex,"{\TheTitle}\thanks{
This work is supported by the Excellence Initiative of the German
federal and state governments and the Graduate School of Computational
Engineering at Technische Universit\""at Darmstadt.}"
1801_07243_main.tex,"Personalizing Dialogue Agents:\\
I have a dog, do you have pets too?"
1801_06683_etaprojectFV.tex,"Gravitational wave speed: Implications for models without a mass
scale"
1801_07709_j0437-4715_v5r2.tex,
1801_08222_Article_01_21_18.tex,A bright future for financial agent-based models
1801_00318_paper.tex,Towards Building an Intelligent Anti-Malware System: A Deep Learning Approach using Support Vector Machine (SVM) for Malware Classification
1801_02395_toppropdecayCMS.tex,Measurements of the top quark properties at decay with CMS
1801_01196_main.tex,One-second coherence for a single electron spin coupled to \\ a multi-qubit nuclear-spin environment
1801_04198_T-min_Int.tex,
1801_06710_acpr17_camera_ready.tex,Learning Light Field Reconstruction from a Single Coded Image
1801_02655_ToulouseFerroFano_PRB_FFF_010318.tex,"%On How Piezoelectric Polar Nano Regions give rise to the Macroscopic Electro-Mechanical Properties of Relaxor Ferroelectrics%
Piezoelectric Polar Nano Regions and Relaxation-Coupled Resonances\\ in Relaxor Ferroelectrics"
1801_00813_ArXiv_QuadPaper.tex,\Large\textbf{Force appropriation of nonlinear structures}
1801_01961_elsarticle-template-num.tex,
1801_03194_mainsub.tex,Violation of Bell’s inequality using continuous variable measurements
1801_02862_main.tex,Between an Arena and a Sports Bar: Online Chats of eSports Spectators
1801_01890_BL_Hoscheit_AJ_Barger_2017_arXiv_v2.tex,The KBC Void:  Consistency with Supernovae Type Ia and the Kinematic SZ Effect in a $\Lambda$LTB Model
1801_05854_main.tex,"\ndlib: a Python Library to Model and Analyze Diffusion Processes Over Complex Networks\footnote{This paper is an extension version of the DSAA'2017 Application Track paper titled ``\ndlib: Studying Network Diffusion Dynamics""}
%\thanks{Grants or other notes
%about the article that should go on the front page should be
%placed here. General acknowledgments should be placed at the end of the article.}
"
1801_00837_main.tex,"QuickCast: Fast and Efficient Inter-Datacenter Transfers using Forwarding Tree Cohorts\thanks{This is an extended version of a paper accepted for publication in IEEE INFOCOM 2018, Honolulu, HI, USA}"
1801_05900_entanglement-by-Lyapunov.tex,Driving many distant atoms into high-fidelity steady state entanglement via Lyapunov control
1801_09816_version09.tex,"
%Spatiotemporal intermittency upon approaching the glass transition - 
Spatiotemporal intermittency and localized dynamic fluctuations upon approaching the glass transition"
1801_09163_clusters_Arxiv_2018_01_28.tex,Higher-order nonclassicality for clusters of single-photon emitters
1801_06861_sample-sigconf.tex,Geolocating social media posts for emergency mapping
1801_01810_article.tex,\huge Bayesian calibration of a numerical code for prediction \vspace*{0.2cm} \\ \small Theory of code calibration and application to the prediction of a photovoltaic power plant electricity production
1801_08847_spectral-force-wigner.tex,Efficient solution of the Wigner-Liouville equation using a spectral decomposition of the force field
1801_04463_SLAM-FG_TWC_17_V18singlecolumn.tex,A Scalable Belief Propagation Algorithm\\[-3.5mm]for Radio Signal Based SLAM\vspace*{3mm}
1801_07485_paper.tex,Type-two polynomial-time and restricted lookahead.
1801_01849_HiFiSkeleton-IJCAI18.tex,Hi-Fi: Hierarchical Feature Integration for Skeleton Detection
1801_02499.tex,The Quantum-like Face of Classical Mechanics
1801_02150_root2.tex,"Time-projection control to recover inter-sample disturbances, application to bipedal walking control"
